Con,Contp,PP,PPName,Reg,AgtId,Ver,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,Interim,PT_FSP,PT_ISP,PT_IPP,PT_UTE,LinkNatProcess,LocaleName,LocaleNat,LatDec,LongDec,Mediator,MedCentState,MedRegState,MedLocState,MedLocArmed,MedReDomEld,MedLocCivSoc,MedIntActor,MedOtherUnclear,CentState,RegState,LocState,LocArmedGr,ReDomEld,LocComSoc,IntActor,OthActor,RitPray,Grieve,Cattle,Cover,agt_dat,year,stage_label,description,PAX_Hyperlink,PDF_Hyperlink,PAX_Local_Hyperlink,local_search
Yemen,Inter-group,145,Yemen Inter-group Agreements,Middle East and North Africa,2227,3,Document of Reconciliation and Forgiveness Between the Families of the Al Ali bin Ahmad Al Awlaqi Clan,2019-04-07,Multiparty signed/agreed,3.0,8616,IntraLocal,SubComp,FrAg,"Sheikh Saleh bin Fareed bin Muhsin Al Awlaqi
[SIGNED]

Muhammad Mufni Abdullah Fareed
[SIGNED]

Sheikh Saleh bin Abdullah BaDhayaf
[SIGNED]

Abdullah Masa’ Abd Rabboh Batinah
[SIGNED]

Sheikh Abdullah Saeed Al Qirai’
[SIGNED]

Ali Ahmad Muhammad
[SIGNED]

Muhammad Ali Al Sawd
[SIGNED]

Saber Nasser 
[SIGNED]

Ahmad Fareed Hadi Abdullah
[SIGNED]

[ILLEGIBLE]
[SIGNED]

Awadh Muhammad Al Tabalah
[SIGNED]

Abdullah Saleh Abdullah Al Fayadh
[SIGNED]

Nasser Salem Ahmad BaFayadh
[SIGNED]

Ali Salem Barlak
[SIGNED]

Mahdi Nasser Ali Muneeb Saber BaHada
[SIGNED]

Saleh Salem Al Saadi BaFat
[SIGNED]

Saleh Ahmad Omar Al Madhaji
[SIGNED]

Abdullah Saleh Salem Mithaq
[SIGNED]

Khalid Abdullah Shidhayah
[SIGNED]

Muhsin Salem Saber
[SIGNED]

Nasser Salem Sulaiman Mirbish BaFayadh
[SIGNED]

Salem Mudheeb Muhammad BaHada
[SIGNED]

Maqrouh Ali BaHada
[SIGNED]

Mubarak Salem BaHada
[SIGNED]

Muslih Muhammad Saleh
[SIGNED]

Saber Saeed Salem BaHada
[SIGNED]

Fahd Ahmad Muhammad Abdulsalam
[SIGNED]

Muhsin Muhammad Mueen Baqarn BaHada
[SIGNED]

Hamid Hasan Hamid
[SIGNED]

Abd Rabboh Abdullah Muhammad
[SIGNED]

Abdullah Ali Daqal
[SIGNED]

Ali Lasawd [ILLEGIBLE]
[SIGNED]

Ali Salem Dami
[SIGNED]

Ali Sa’rit Al Usr
[SIGNED]

Ahmad Muhammad Saleh
[SIGNED]

Saeed Ali
[SIGNED]

Saleh Tamer Ajroum
[SIGNED]

Munassar Abdullah Awadh
[SIGNED]

Muneer Ahmad Ajroum
[SIGNED]

Nasser [ILLEGIBLE] Firaih Bin Shibah
[SIGNED]

Maher Saeed Balkhair
[SIGNED]","CC:
-	The Office of the Minister of Interior
-	The Governor of the Shabwa Governorate
-	The Governorate Security Director
-	The Al Saeed Court Judge
-	The Al Saeed Public Prosecutor
-	The Shabwa Appellate Court Judge
-	The Shabwa Appellate Public Prosecutor","Page 1, 
This agreement is a continuation of previous agreements between the tribes of Al Ali, who have always been at the forefront of finding rational solutions for their problems, since 1992.",YEM,,678,,230.0,,,,No,1,0,0,0,N,Shabwah,Region,14.529495,46.829847,Y,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Document of Reconciliation and Forgiveness Between the Families of the Al Ali bin Ahmad Al Awlaqi Clan (2019-04-07),2019,"Framework-substantive, comprehensive","This agreement which addresses an ongoing tribal conflict, commits the parties to reconciling sub-divisions within the same clan, drawing a line under the dispute and recognising the signing as an official pardon of all those involved in the conflict by the wider clan. Societal leaders and dignitaries of the clan addressed issues involved in the tribal conflict including specific incidents of killings during a period between 2014 and 2019. These issues are expressed as unresolved by the previous related agreement, this agreement commits the signatories to ensure that compensations are made to the families of 11 men killed in the tribal feud as well as ensuring general reconciliation across all branches of the tribe.",https://pax.peaceagreements.org/agreements/2227/,https://pax.peaceagreements.org/media/documents/ag2227_5cf78f85341aa.pdf,https://pax.peaceagreements.org/agreements/local/2227,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=145&search_type=advanced-local
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2351,5,Confidence Measures between the 6 armed Groups of Haute Kotto,2019-04-09,Multiparty signed/agreed,1.0,762,IntraLocal,SubPar,MultIss,"Signatory parties:
The FPRC 
The RPRC
UPC
The MPC
The MLCJ
MOKOM Wing Anti Balaka",,Khartoum Agreement (Political Agreement for Peace and Reconciliation in the Central African Republic (Khartoum Accord)),CAF,,482,,416.0,,,,No,0,0,1,0,Y,"Bria, Haute Kotto",Region,6.530411,21.984672,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Confidence Measures between the 6 armed Groups of Haute Kotto (2019-04-09),2019,"Framework-substantive, partial","In this very short agreement, the six armed groups active in Haute Kotto agree to respect the Khartoum Accord, to hold a ceasefire, and to protect free movement, facilitate return of refugees, guarantee security regardless of ethnicity or religion, and to promote co-existence.",https://pax.peaceagreements.org/agreements/2351/,https://pax.peaceagreements.org/media/documents/ag2351_6014218aebef7.pdf,https://pax.peaceagreements.org/agreements/local/2351,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=155&search_type=advanced-local
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2350,5,Commitment between the 6 Armed Groups of Haute Kotto,2019-04-09,Multiparty signed/agreed,3.0,5760,IntraLocal,SubPar,MultIss,"Page 1: 
For the Parties
Ousta Alia The FPRC
Mine Joseph The RPRC
Amadou Garba The UPC
Amat Faya The MPC 
Achafi Daoud Assabour The MLCJ 
Plenga Thierry alias Bokassa MOKOM Wing Anti Balaka","Page 1: 
Witnesses
Binguinedji Thierry Evariste Prefect of Haute Kotto 
YOunous MoussaAyat Sub-prefect of Bria 
BalekouZou Maurice  mayor of the town of Bria 

Page 3: 
The representative of the HD Center 
Representative of MINUSCA

The agreement also lists (Page 3) the Prefect of Haute Kotto, and the Prefectural Committee for the Implementation of the Khartoum Accord as taking part in monitoring alongside the signed third parties.","Page 1: 
previous initiatives taken by the international community to establish a negotiated settlement of hostilities in the CAR, Signed on April 23, 2014
initiatives of September 21 and December 19, 2017, Bria
Political Agreement for Peace and Reconciliation in the Central African Republic between the government and armed groups, signed on February 6, 2019",CAF,,482,,416.0,,,,No,0,0,1,0,Y,Haute Kotto,Region,7.576526,23.014021,Y,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,Commitment between the 6 Armed Groups of Haute Kotto (2019-04-09),2019,"Framework-substantive, partial","In this agreement, six armed groups present in the area of Haute Kotto commit to using peaceful means to resolve differences, and particularly with regard to any incitement of violence based on ethnicity and religion, with local government, MINUSCA, and the HD Centre acting as monitors.",https://pax.peaceagreements.org/agreements/2350/,https://pax.peaceagreements.org/media/documents/ag2350_60830556e323f.pdf,https://pax.peaceagreements.org/agreements/local/2350,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=155&search_type=advanced-local
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2352,5,Declaration of the Inclusive Intra and Inter-Communal Reconciliation Forum in Haute Kotto,2019-04-24,Multiparty signed/agreed,1.0,3529,IntraLocal,SubPar,MultIss,"FOR THE VARIOUS ETHNICAL GROUPS:
1. BANDA: SAMBA Rene
2. SARA: DJOUMA Felix
3. ROUNGA: DJIBRINE Youssouf
4. GOULA: El Hadj ABAKAR B.O
5. KARA: FOTOR Doungous
6. YOULOU: ALBAKOUS Philippe
7. NZAKARA: SALANGA Evariste
8. BORNOU: BOUKAR Moustapha
9. HAOUSSA: RABILOU Mahamat
10. ARABIC: ATAHIR Ousmane
11. PEUHL: AMAT Ali Bobiri
12. CMOP: Mle. CHAFARDINE Victorien
13. CTS: Adjt Chef MAHAMAT Sallet Soumaine

FOR THE FORUM OFFICE:
President: Mr. BINGUINENDJI Thierry Evariste, Prefecture of Haute Kotto
Vice-President: Mr. YOUNOUS Moussa AYATE, Sub-Prefecture of Bria

Rapporteurs:
Mr. MALICK ADoum, Head of PCA de Sam Ouandja
Mr. LEMERCIER Andre, Principal Lycee Djalle Bria 

For the Religious Platform
1. For the Catholic Church - Abbe Bruno Stephanie KOMGBO
2. For Protestants: Pastor Auguste NGBANDE
3. For Islam: Ousmane Ali

For MINUSCA
Mr. Imtiaz Hussein

Representatives of the following armed groups were present at this Forum:
1. FPRC/MemberCTS [signature]
2. UPC/Member CTS [signature]
3. MPC/Member CTS [signature]
4. RPRC/Member CTS [signature]
5. MLJC/Member CTS [signature]
6. ANTI-BALAKA/Member CTS [signature]",,"Page 1, Untitled Preamble
Considering that the various Peace Agreements and Roadmaps, signed by the Armed Groups present in Haute Kotto, have not had a positive impact on peace and cohabitation between the daughters and sons of the region; Considering that the confidence-building measures signed on April 9, 2019, between the 6 armed groups present in Bria, constitute a major step towards the quest for peace and reconciliation between the daughters and sons of Haute Kotto;...

Page 2, Actions or Recommendations
5. Enforce strict compliance with the commitments made by the Armed Groups when signing the various local Agreements and Confidence-Building Measures, including the Khartoum Accord",CAF,,482,,416.0,,,,No,1,0,0,0,Y,Haute Kotto,Region,7.412697,22.906706,N,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,Declaration of the Inclusive Intra and Inter-Communal Reconciliation Forum in Haute Kotto (2019-04-24),2019,"Framework-substantive, partial",The agreement is a civic inter-communal agreement which builds on an earlier armed actor commitment to a ceasefire.,https://pax.peaceagreements.org/agreements/2352/,https://pax.peaceagreements.org/media/documents/ag2352_601422af83e0e.pdf,https://pax.peaceagreements.org/agreements/local/2352,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=155&search_type=advanced-local
Yemen,Inter-group,145,Yemen Inter-group Agreements,Middle East and North Africa,2228,3,"Document of Reconciliation between areas of al-Mahariq and al-Saliyah, Sheikh Othman, Aden",2019-04-26,Multiparty signed/agreed,2.0,2031,IntraLocal,Cea,Ceas,"The brothers in the area of Al-Mahariq, and they are:

1. Muhammad Saeed Saleh Abdullah
2. Badr Ghaleb Ghaleb
3. Sheikh Ali Muhammad bin Muhammad Burahah

And the brothers in the area of Al-Saliyah, and they are:

1. Shawi Hasan Abdoh
2. Mayal Muhammad Ahmad
3. Iyad Taha Noman","Agreement witnessed by: Commander of the Sheikh Othman [ILLEGIBLE]

Abu Jamal/ Nasser al-Hout
[SIGNED]

Commander of the 3rd Infantry Forces
Sheikh Bassam al-Mihdhar
[SIGNED]",,YEM,,678,,230.0,,,,No,0,1,0,0,N,Sheikh Othman (Shaykh Uthman) city district in Aden governorate.,Smaller,12.863683,44.990087,Y,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"Document of Reconciliation between areas of al-Mahariq and al-Saliyah, Sheikh Othman, Aden (2019-04-26)",2019,Ceasefire,A short ceasefire agreement between two district level local armed groups to stop the conflict and violence between Muslims during the month of Ramadan.,https://pax.peaceagreements.org/agreements/2228/,https://pax.peaceagreements.org/media/documents/ag2228_5cf78245ebac1.pdf,https://pax.peaceagreements.org/agreements/local/2228,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=145&search_type=advanced-local
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2329,5,Commitment note,2019-05-18,Multiparty signed/agreed,1.0,921,IntraLocal,SubPar,MultIss,"Signatory parties:
Com-Zone UPC Amadou-Sallet
Anti-G Balakas CB Edmond Obrou
MINUSCA captain in Tagbara
The mayor of Oron Djafoune Seni-Maloum
The mayor",,"Page 1, 
We: Edmond Obrou, CB of the Anti-Balaka in Mambissi AND Amadou-Sallet, Colonel of the UPC in Tagbara 
- Commit to respecting the Khartoum agreements on peace, social cohesion, and cohabitation.",CAF,,482,,416.0,,,,No,0,0,0,1,Y,,Other,5.890532,21.10151,N,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,Commitment note (2019-05-18),2019,"Framework-substantive, partial","Short note of between the Anti-Balaka in Mambissu and the UPC in Tagbara, commiting to respect the Khartoum agreements, and provisions regarding oxen theft, respecting farmers' breeding areas, social cohesion, free movement, and resolving conflicts through dialogue.",https://pax.peaceagreements.org/agreements/2329/,https://pax.peaceagreements.org/media/documents/ag2329_6006cf42243a4.pdf,https://pax.peaceagreements.org/agreements/local/2329,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=155&search_type=advanced-local
Central African Republic/Sudan,Inter-group,160,CAR - Sudan: local cross-border agreements,Africa (excl MENA),2291,4,Conflict prevention agreement between Farmers from Vakaga in the Central African Republic and herders from South Darfur,2019-06-11,Multiparty signed/agreed,6.0,7453,IntraLocal,SubPar,MultIss,"Page 5: 
For the Central African party: 
Bakhit Karama 
[second person may have been present and signed, but no name noted in original]

For the Sudanese party:
Almahadi Tidjani Younis Din 
Hamit Babikir","Page 1, Preamble : 
[...]
Gathered in Birao as part of the dialogue initiated by the Henry Dunant Center for Humanitarian Dialogue (HD) to support the stabilization efforts undertaken by the Central African Government, with the support of the international community, throughout the national territory including Vakaga

Page 6: 
Witnesses (RCA):
1. Leonard Mbele, Prefect of Vakaga
2. Hamat Moustapha, Sultan Mayor of Birao

Witnesses (Sudan):
1. Mahmour Abudahaba, Consul General of Sudan in Birao
2. Abdoulkarim Younis Din, Mayor of Amdafock in Sudan",,CAF,SDN,482,625.0,,,,,No,0,1,0,0,Y,Vakaga,Region,10.296251,22.781412,Y,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,Conflict prevention agreement between Farmers from Vakaga in the Central African Republic and herders from South Darfur (2019-06-11),2019,"Framework-substantive, partial","The farmers and herders from the Vakaga (CAR) and South Darfur (Sudan), with mediation by HD - Centre for Humanitarian Dialogue, agree to form a joint committee which is to assist in peaceful and cooperative resolution of conflicts arising from the use of land for farming and herding/breeding cattle.",https://pax.peaceagreements.org/agreements/2291/,https://pax.peaceagreements.org/media/documents/ag2291_5ef20bb952c45.pdf,https://pax.peaceagreements.org/agreements/local/2291,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=160&search_type=advanced-local
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2349,5,Recommendations of the Round Table on the Free Movement of People and Goods in Nana Gribizi,2019-06-14,Multiparty signed/agreed,4.0,5481,IntraLocal,SubPar,MultIss,"LIST OF PARTICIPANTS AT THE NANA GRIBIZI ROUND TABLE

1 ABDOULAYE Mahamat - Prefect/MATD
2 AWAT Mahamat - Sub-prefect/Kaga Bandoro
3 Jean Gilbert GBANGOUDOU - Deputy Prefect/Members
4 GANAFEI Sylvain - FACA 
5 LENGBE Sylvanus - Head of Section
6 GOMONGO Wilfrid - Group leader, FACA
7 ABAKAR Ishmael - Com-zone, MPC
8 Abdel Doungous - Com-zone, MPC
9 Abdoulaye Ahamat - Com-zone FPRC
10 Abdelkader Hassan - CEMAT FPRC
11 WEBEGONA Laurent - ABLK coordinator
12 MAHAMAT Zen Com-zone - FPRC
13 Linguissa Gustave - ABLK com-zone
14 Mbetingou Fernand - ABLK com-zone 
15 Nekemale Mc Celestin - ABLK spokesperson
16 YAVOLA Dieudonne - ABLK com-zone
17 Maka marc - ABLK com-zone
18 Yves toena - ABLK com-zone 
19 NGUETEMALE Gauthier - ABLK com-zone
20 GAZAMODO Bertrand - Coordinator, ABLK, Mokom wing
21 Urban Bissafi Mokom Wing
22 Warafio Bilarmin Com-zone, Mokom Wing
23 Yamindi Ghislain Kaga Bandoro Antenna 75643960
24 Bissafi Gustave ABLK com-zone
25 Ndibizi Max - States Major, ABLK 75754141
26 Bouninga Kola Symphorien - CC, ABLK
27 Maba Alexis - Com-zone, Ouandago, ABLK
28 Moussa Paoud - Iman, Mbres 
29 Nguinza Rebecca - OFCA 
30 Bruce Kevin DJAYE - Priest Catholic Church, Mbres
31 SEMANDELE Olga - Female Leaders
32 NOURRADINE Hissene - Muslim civil society, Kaga","Local authorities
MINUSCA","Page 2, III. Cohabitation and cooperation between the Regular Forces (FACA / FSI) and
armed groups
6. Participants suggested working in the spirit of the APPR-RCA.

Page 3, VI. Management of transhumance
12. The rapid establishment of the USMS to secure the transhumance corridors, as provided for by the APPR-RCA,",CAF,,482,,416.0,,,,No,1,0,0,0,Y,Nana Gribizi,Region,0.0,0.0,Y,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,Recommendations of the Round Table on the Free Movement of People and Goods in Nana Gribizi (2019-06-14),2019,"Framework-substantive, partial","Recommendations resulting from a meeting of armed groups, prefectural authorities, and civil society representatives relating to the issue of free movement of people and goods in the Nana Gribizi prefecture and the Kaga Bandoro sub-prefecture. Includes provisions on free movement of people and goods, illegal blockades, cooperation between the regular forces and armed groups, violence against women, robberies, and management of transhumance.",https://pax.peaceagreements.org/agreements/2349/,https://pax.peaceagreements.org/media/documents/ag2349_601416420cd4a.pdf,https://pax.peaceagreements.org/agreements/local/2349,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=155&search_type=advanced-local
Mali,Inter-group,153,Mali Local Processes,Africa (excl MENA),2247,3,"Agreement between the Dafing, Samogo, Fulani, Dogon and Bozo communities of the Baye municipality, located in the area (“circle”) of Bankass and the region of Mopti (Baye agreement)",2019-07-25,Multiparty signed/agreed,5.0,8675,IntraLocal,SubPar,Iss,"Dafing community representative
Tandou SENOU, customary chief of Baye

Samogo community representative
Massa DIENRE, village chief of Dien

Dogon community representative
Amoré TOGO, adviser to the village chief of Pissa

Peulh community representative
Hamarba SIDIBE, village chief of Libé Peuhl

Bozo community representative
Moussa TEMANTA, chief of the Bozos of Baye","[Note: The agreement refers to 'mediation undertaken for a month by local authorities and nationals with the support of the Center for humanitarian dialogue, on mandate from the Malian government which will support the peace efforts communities in central Mali;' (p. 1).]",,MLI,,432,,,,,,No,1,0,0,0,N,"Baye commune (Bankass cercle, Mopti region)",Region,13.623971,-3.367951,Y,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,"Agreement between the Dafing, Samogo, Fulani, Dogon and Bozo communities of the Baye municipality, located in the area (“circle”) of Bankass and the region of Mopti (Baye agreement) (2019-07-25)",2019,"Framework-substantive, partial","Local peace agreement aimed at settling inter-communal conflicts mainly fought over natural resources. Calling for, inter alia, an end to the violence, humanitarian assistance, lifting of embargoes around markets, and protection of people and their property. Mandates the setting up of a monitoring committee tasked with overseeing the agreement's implementation.",https://pax.peaceagreements.org/agreements/2247/,https://pax.peaceagreements.org/media/documents/ag2247_5e384dbe155aa.pdf,https://pax.peaceagreements.org/agreements/local/2247,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=153&search_type=advanced-local
Mali,Inter-group,153,Mali Local Processes,Africa (excl MENA),2237,3,"Humanitarian agreement between Bambara and Bozo farmers, Fulani herders as well as hunters from the area (‘circle’) of Djenné",2019-08-01,Multiparty signed/agreed,5.0,7286,IntraLocal,SubPar,Iss,"Representatives of the hunters

Sinali MAIGA
Amadou DIARRA


Representatives of the Peulh breeders' community

Alpha Samba LANDOURE

Malick TOURE 
Village chief of Diaba peulh


Representatives of the farmers' community

Dramane COULIBALY
Mayor of the Derary commune

EL Hadj DJETTE","Representatives of the facilitators

Binkè KONATE

Ali TOURE


Witnessed

The village chief of Djenne

Sidi Yeya MAIGA


Witnessed

Mayor of the urban community of Djenne

Lassine YARO


Witnessed

President of the council of Djenne circle

Alassane BOCOUM


Witnessed

Prefect of Djenne circle

Bolle Maouloud BABY


[Note: The agreement also refers to 'mediation facilitated for ten months by the Center for Humanitarian Dialogue' (p. 2).]","Page 2, Preamble, ...
Satisfied that the Agreement for the prevention of a conflict between breeders and farmers in the Djenne circle signed in November 2018 has effectively allowed for the peaceful return of herds to the borgou fields of the Djenne circle;",MLI,,432,,,,,,No,1,0,0,0,N,Djenné cercle,Region,13.905161,-4.554995,Y,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,"Humanitarian agreement between Bambara and Bozo farmers, Fulani herders as well as hunters from the area (‘circle’) of Djenné (2019-08-01)",2019,"Framework-substantive, partial","Short local inter-communal humanitarian agreement calling for a cessation of hostilities between pastoralists, agriculturalists, and hunters, including cattle-rustling; and provisions on sharing of natural resources; reparations for damage caused to crops and livestock; mobility; and freedom of movement of people and goods. Makes recommendations to the Malian state, including to ensure the safety of civilians, and provides for the establishment of a peace agreement monitoring committee.",https://pax.peaceagreements.org/agreements/2237/,https://pax.peaceagreements.org/media/documents/ag2237_5e160627823fe.pdf,https://pax.peaceagreements.org/agreements/local/2237,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=153&search_type=advanced-local
Mali,Inter-group,153,Mali Local Processes,Africa (excl MENA),2293,4,"Peace agreement between the Fulani, Dogon and Dafing communities of the municipality of Ouenkoro",2019-08-16,Multiparty signed/agreed,5.0,8419,IntraLocal,SubComp,FrAg,"Signatories to the Peace Agreement between the Peulh, Dogon and Dafing communities of
Ouenkoro

A representative of the Peulh community
A representative of the Dogon community
A representative of the Dafing community
A representative of the Peulh self-defense groups
A representative of the Dogon self-defense groups",Ongoing mediation presence provided by local authorities and key local figureheads - no names clearly listed.  Supported by the Centre for Humanitarian Dialogue.,,MLI,,432,,,,,,No,1,1,0,0,N,Ouenkoro municipality,Region,13.385,-3.828,Y,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,"Peace agreement between the Fulani, Dogon and Dafing communities of the municipality of Ouenkoro (2019-08-16)",2019,"Framework-substantive, comprehensive",Short inter-communal reconciliatory agreement between the communities of Ouenkoro in the Mopti region of Mali. The provisions address reconciliation and DDR and also issues around access to villages for trade and to pastoral resources. There are also substantive arrangements for community formed monitoring commissions.,https://pax.peaceagreements.org/agreements/2293/,https://pax.peaceagreements.org/media/documents/ag2293_5ee87f6410faa.pdf,https://pax.peaceagreements.org/agreements/local/2293,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=153&search_type=advanced-local
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2417,6,“Procés Verbal” of the Kara-Goula meeting,2019-08-30,Multiparty signed/agreed,3.0,4214,IntraLocal,SubPar,MultIss,"Le Rapporteur - Jérémie NADRE
Le Président de la séance - ABDRAMANE Ramadan

Noms des signateurs considérant comme derniere Pacte d'alliance entre la Communauté Goula et Kara le 30/08/2019 à Délémbé

Goula Community:
- El HADJE IBRAHIM ABDOULAYE. chef de race Goula
- MAHAMAT Katre. Conseiller municipal (C. Onandya)
- MAHAMAT Charfadine. chef de groupe village (Tiringoubu)
- MAHAMAT Charli. chef de groupe village (Onandya)
- SID AMAMAT. cherif chef de groupe village (Gordil)
Fait à Delembe le, 30/08/2019
IBRAHIM Abdoulaye 
[signature]

Communauté Kara:
- ABDRAHAMANE Ramadane. chef de race (Kara)
- BACKITE Karam. vice-president chef de race (Kara)
- ABDEL AZIZE Chaïb. Conseiller Communautaire
- ABDOULAYE DAOUD. chef de groupe village (Délémbe)
- AMAMAT Radjab. chef de village (ROKOTO)
Fait à Delembe le, 30/08/2019
[signature]
ABDRAHAMANE Ramadane",,,CAF,,482,,416.0,,,,No,1,0,0,0,N,Délémbé,Smaller,9.845728,22.648219,N,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,“Procés Verbal” of the Kara-Goula meeting (2019-08-30),2019,"Framework-substantive, partial","This short agreement recounts the agreed points of the meeting between the Kara and Goula communities in Vakaga, where the representatives agreed to peacefully cohabit the area and to support the state's activities in the area.",https://pax.peaceagreements.org/agreements/2417/,https://pax.peaceagreements.org/media/documents/ag2417_6246df4ec67b5.pdf,https://pax.peaceagreements.org/agreements/local/2417,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=155&search_type=advanced-local
Niger,Inter-group,149,Niger local agreements,Africa (excl MENA),2295,4,Diffa Declaration of Commitment (Accord de Diffa),2019-09-12,Multiparty signed/agreed,5.0,8015,IntraLocal,SubPar,MultIss,Traditional Chiefs of the Diffa region,"National and regional authorities
Center for Humanitarian Dialogue (HD)",,NER,,436,,,,,,No,1,0,0,0,N,Diffa region,Region,13.313278,12.591045,Y,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,Diffa Declaration of Commitment (Accord de Diffa) (2019-09-12),2019,"Framework-substantive, partial","Local agreement aiming to reduce tensions between breeders and farmers along the Komadougou river, around the Lake Chad Basin, and oasis basins.",https://pax.peaceagreements.org/agreements/2295/,https://pax.peaceagreements.org/media/documents/ag2295_5eba6e7777a99.pdf,https://pax.peaceagreements.org/agreements/local/2295,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=149&search_type=advanced-local
